"","Watershed_name","Recyear","Richness","slope","p_value","rsquared"
"85","N1B",2010,7,-0.00564652738565774,0.930907431429967,0.000385308940708656
"86","N1B",2011,5,-0.00564652738565774,0.930907431429967,0.000385308940708656
"87","N1B",2012,3,-0.00564652738565774,0.930907431429967,0.000385308940708656
"88","N1B",2013,2,-0.00564652738565774,0.930907431429967,0.000385308940708656
"89","N20B",1992,2,-0.0485601355166571,0.38205929324585,0.0384096055173559
"90","N20B",1993,8,-0.0485601355166571,0.38205929324585,0.0384096055173559
"91","N20B",1994,4,-0.0485601355166571,0.38205929324585,0.0384096055173559
"92","N20B",1995,5,-0.0485601355166571,0.38205929324585,0.0384096055173559
"93","N20B",1996,4,-0.0485601355166571,0.38205929324585,0.0384096055173559
"94","N20B",1997,6,-0.0485601355166571,0.38205929324585,0.0384096055173559
"95","N20B",1998,6,-0.0485601355166571,0.38205929324585,0.0384096055173559
"96","N20B",1999,6,-0.0485601355166571,0.38205929324585,0.0384096055173559
"97","N20B",2000,5,-0.0485601355166571,0.38205929324585,0.0384096055173559
"98","N20B",2001,3,-0.0485601355166571,0.38205929324585,0.0384096055173559
"99","N20B",2002,4,-0.0485601355166571,0.38205929324585,0.0384096055173559
"100","N20B",2003,7,-0.0485601355166571,0.38205929324585,0.0384096055173559
"101","N20B",2004,6,-0.0485601355166571,0.38205929324585,0.0384096055173559
"102","N20B",2005,3,-0.0485601355166571,0.38205929324585,0.0384096055173559
"103","N20B",2006,4,-0.0485601355166571,0.38205929324585,0.0384096055173559
"104","N20B",2007,6,-0.0485601355166571,0.38205929324585,0.0384096055173559
"105","N20B",2008,4,-0.0485601355166571,0.38205929324585,0.0384096055173559
"106","N20B",2009,7,-0.0485601355166571,0.38205929324585,0.0384096055173559
"107","N20B",2010,4,-0.0485601355166571,0.38205929324585,0.0384096055173559
"108","N20B",2011,4,-0.0485601355166571,0.38205929324585,0.0384096055173559
"109","N20B",2012,4,-0.0485601355166571,0.38205929324585,0.0384096055173559
"110","N20B",2013,2,-0.0485601355166571,0.38205929324585,0.0384096055173559
"111","N4D",1992,5,-0.0220214568040654,0.6069242854147,0.0134767545919317
"112","N4D",1993,8,-0.0220214568040654,0.6069242854147,0.0134767545919317
"113","N4D",1994,5,-0.0220214568040654,0.6069242854147,0.0134767545919317
"114","N4D",1995,6,-0.0220214568040654,0.6069242854147,0.0134767545919317
"115","N4D",1996,6,-0.0220214568040654,0.6069242854147,0.0134767545919317
"116","N4D",1997,5,-0.0220214568040654,0.6069242854147,0.0134767545919317
"117","N4D",1998,6,-0.0220214568040654,0.6069242854147,0.0134767545919317
"118","N4D",1999,6,-0.0220214568040654,0.6069242854147,0.0134767545919317
"119","N4D",2000,6,-0.0220214568040654,0.6069242854147,0.0134767545919317
"120","N4D",2001,4,-0.0220214568040654,0.6069242854147,0.0134767545919317
"121","N4D",2002,6,-0.0220214568040654,0.6069242854147,0.0134767545919317
"122","N4D",2003,7,-0.0220214568040654,0.6069242854147,0.0134767545919317
"123","N4D",2004,6,-0.0220214568040654,0.6069242854147,0.0134767545919317
"124","N4D",2005,6,-0.0220214568040654,0.6069242854147,0.0134767545919317
"125","N4D",2006,3,-0.0220214568040654,0.6069242854147,0.0134767545919317
"126","N4D",2007,8,-0.0220214568040654,0.6069242854147,0.0134767545919317
"127","N4D",2008,7,-0.0220214568040654,0.6069242854147,0.0134767545919317
"128","N4D",2009,7,-0.0220214568040654,0.6069242854147,0.0134767545919317
"129","N4D",2010,6,-0.0220214568040654,0.6069242854147,0.0134767545919317
"130","N4D",2011,5,-0.0220214568040654,0.6069242854147,0.0134767545919317
"131","N4D",2012,5,-0.0220214568040654,0.6069242854147,0.0134767545919317
"132","N4D",2013,4,-0.0220214568040654,0.6069242854147,0.0134767545919317
