"","watershed.Watershed1","watershed.Year1","watershed.Watershed2","watershed.Year2","watershed.jaccard_diss","watershed.gower_diss"
"241","1D",2022,"1D",2022,0,0
"242","1D",2022,"20B",2022,0.676691729323308,0.177869130869131
"243","1D",2022,"4A",2022,0.509615384615385,0.0929591519591519
"244","1D",2022,"4B",2022,0.544554455445545,0.0954503274503274
"245","1D",2022,"N1B",2022,0.630872483221476,0.164446886446886
"246","1D",2022,"N20B",2022,0.714285714285714,0.259376845376845
"247","1D",2022,"N4A",2022,0.678787878787879,0.195396159396159
"248","1D",2022,"N4D",2022,0.685393258426966,0.220568320568321
"249","20B",1992,"20B",1992,0,0
"250","20B",1992,"4A",1992,0.441860465116279,0.161004995004995
"251","20B",1992,"4B",1992,0.3671875,0.139317682317682
"252","20B",1992,"N1B",1992,0.407407407407407,0.143997668997669
"253","20B",1992,"N20B",1992,0.556390977443609,0.176654678654679
"254","20B",1992,"N4A",1992,0.46031746031746,0.141040293040293
"255","20B",1992,"N4D",1992,0.357664233576642,0.129991674991675
"256","20B",1993,"20B",1993,0,0
"257","20B",1993,"4A",1993,0.436507936507937,0.142502053502053
"258","20B",1993,"4B",1993,0.324786324786325,0.1112553002553
"259","20B",1993,"N1B",1993,0.381818181818182,0.126547341547342
"260","20B",1993,"N20B",1993,0.315384615384615,0.129495726495727
"261","20B",1993,"N4A",1993,0.412698412698413,0.138832722832723
"262","20B",1993,"N4D",1993,0.376,0.120821733821734
"263","20B",1994,"20B",1994,0,0
"264","20B",1994,"4A",1994,0.418032786885246,0.136929403929404
"265","20B",1994,"4B",1994,0.422413793103448,0.117155178155178
"266","20B",1994,"N1B",1994,0.423423423423423,0.123439893439893
"267","20B",1994,"N20B",1994,0.377777777777778,0.126652014652015
"268","20B",1994,"N4A",1994,0.391304347826087,0.114614385614386
"269","20B",1994,"N4D",1994,0.4,0.14067032967033
"270","20B",1995,"20B",1995,0,0
"271","20B",1995,"4A",1995,0.479674796747967,0.156431235431235
"272","20B",1995,"4B",1995,0.363636363636364,0.106882783882784
"273","20B",1995,"N1B",1995,0.451612903225806,0.153025974025974
"274","20B",1995,"N20B",1995,0.374045801526718,0.1193663003663
"275","20B",1995,"N4A",1995,0.423728813559322,0.120813186813187
"276","20B",1995,"N4D",1995,0.466165413533835,0.174663003663004
"277","20B",1996,"20B",1996,0,0
"278","20B",1996,"4A",1996,0.420168067226891,0.152625374625375
"279","20B",1996,"4B",1996,0.384615384615385,0.104186813186813
"280","20B",1996,"N1B",1996,0.422764227642276,0.149264069264069
"281","20B",1996,"N20B",1996,0.383458646616541,0.128699633699634
"282","20B",1996,"N4A",1996,0.373913043478261,0.113157509157509
"283","20B",1996,"N4D",1996,0.407407407407407,0.150123321123321
"284","20B",1997,"20B",1997,0,0
"285","20B",1997,"4A",1997,0.464566929133858,0.13867032967033
"286","20B",1997,"4B",1997,0.384615384615385,0.10929304029304
"287","20B",1997,"N1B",1997,0.480314960629921,0.139300699300699
"288","20B",1997,"N20B",1997,0.338461538461538,0.111834165834166
"289","20B",1997,"N4A",1997,0.368852459016393,0.0955457875457875
"290","20B",1997,"N4D",1997,0.433823529411765,0.13731746031746
"291","20B",1998,"20B",1998,0,0
"292","20B",1998,"4A",1998,0.443609022556391,0.116669330669331
"293","20B",1998,"4B",1998,0.40650406504065,0.105708291708292
"294","20B",1998,"N1B",1998,0.412213740458015,0.112502164502165
"295","20B",1998,"N20B",1998,0.319444444444444,0.111893772893773
"296","20B",1998,"N4A",1998,0.369230769230769,0.0968717948717948
"297","20B",1998,"N4D",1998,0.364285714285714,0.117421245421245
"298","20B",1999,"20B",1999,0,0
"299","20B",1999,"4A",1999,0.445205479452055,0.155683982683983
"300","20B",1999,"4B",1999,0.352941176470588,0.110222444222444
"301","20B",1999,"N1B",1999,0.437956204379562,0.144036963036963
"302","20B",1999,"N20B",1999,0.308219178082192,0.127416583416583
"303","20B",1999,"N4A",1999,0.366906474820144,0.112783882783883
"304","20B",1999,"N4D",1999,0.414473684210526,0.151470196470197
"305","20B",2000,"20B",2000,0,0
"306","20B",2000,"4A",2000,0.453900709219858,0.122464202464202
"307","20B",2000,"4B",2000,0.424242424242424,0.123116217116217
"308","20B",2000,"N1B",2000,0.492753623188406,0.126790542790543
"309","20B",2000,"N20B",2000,0.437908496732026,0.141413919413919
"310","20B",2000,"N4A",2000,0.443609022556391,0.113453213453213
"311","20B",2000,"N4D",2000,0.362962962962963,0.102072261072261
"312","20B",2001,"20B",2001,0,0
"313","20B",2001,"4A",2001,0.463235294117647,0.130299367299367
"314","20B",2001,"4B",2001,0.403225806451613,0.107058608058608
"315","20B",2001,"N1B",2001,0.496503496503497,0.149852813852814
"316","20B",2001,"N20B",2001,0.433333333333333,0.124097902097902
"317","20B",2001,"N4A",2001,0.485714285714286,0.138314019314019
"318","20B",2001,"N4D",2001,0.432624113475177,0.125446886446886
"319","20B",2002,"20B",2002,0,0
"320","20B",2002,"4A",2002,0.460869565217391,0.131272505272505
"321","20B",2002,"4B",2002,0.431192660550459,0.107428016428016
"322","20B",2002,"N1B",2002,0.471074380165289,0.133530247530248
"323","20B",2002,"N20B",2002,0.482758620689655,0.144061383061383
"324","20B",2002,"N4A",2002,0.491803278688525,0.12746398046398
"325","20B",2002,"N4D",2002,0.479166666666667,0.126322788322788
"326","20B",2003,"20B",2003,0,0
"327","20B",2003,"4A",2003,0.491228070175439,0.119312687312687
"328","20B",2003,"4B",2003,0.416666666666667,0.0994462204462204
"329","20B",2003,"N1B",2003,0.496062992125984,0.142283716283716
"330","20B",2003,"N20B",2003,0.5,0.150466533466534
"331","20B",2003,"N4A",2003,0.529850746268657,0.133407925407925
"332","20B",2003,"N4D",2003,0.510344827586207,0.147908757908758
"333","20B",2004,"20B",2004,0,0
"334","20B",2004,"4A",2004,0.508620689655172,0.116629037629038
"335","20B",2004,"4B",2004,0.44954128440367,0.102490176490176
"336","20B",2004,"N1B",2004,0.53968253968254,0.13943623043623
"337","20B",2004,"N20B",2004,0.534722222222222,0.140475191475191
"338","20B",2004,"N4A",2004,0.555555555555556,0.138520146520147
"339","20B",2004,"N4D",2004,0.503496503496503,0.135063936063936
"340","20B",2005,"20B",2005,0,0
"341","20B",2005,"4A",2005,0.481818181818182,0.103492507492507
"342","20B",2005,"4B",2005,0.411764705882353,0.10584792984793
"343","20B",2005,"N1B",2005,0.511627906976744,0.137927072927073
"344","20B",2005,"N20B",2005,0.5,0.133086913086913
"345","20B",2005,"N4A",2005,0.568345323741007,0.138619047619048
"346","20B",2005,"N4D",2005,0.463768115942029,0.131162837162837
"347","20B",2006,"20B",2006,0,0
"348","20B",2006,"4A",2006,0.514492753623188,0.137988011988012
"349","20B",2006,"4B",2006,0.484848484848485,0.134642468642469
"350","20B",2006,"N1B",2006,0.48951048951049,0.131636696636697
"351","20B",2006,"N20B",2006,0.4875,0.152299367299367
"352","20B",2006,"N4A",2006,0.52317880794702,0.143892773892774
"353","20B",2006,"N4D",2006,0.452229299363057,0.140102786102786
"354","20B",2007,"20B",2007,0,0
"355","20B",2007,"4A",2007,0.508064516129032,0.125452214452214
"356","20B",2007,"4B",2007,0.442477876106195,0.0997173937173937
"357","20B",2007,"N1B",2007,0.463235294117647,0.131930735930736
"358","20B",2007,"N20B",2007,0.490066225165563,0.141111555111555
"359","20B",2007,"N4A",2007,0.534722222222222,0.125835164835165
"360","20B",2007,"N4D",2007,0.480263157894737,0.148321567321567
"361","20B",2008,"20B",2008,0,0
"362","20B",2008,"4A",2008,0.450819672131148,0.104757242757243
"363","20B",2008,"4B",2008,0.41025641025641,0.0927990897990898
"364","20B",2008,"N1B",2008,0.489051094890511,0.129259407259407
"365","20B",2008,"N20B",2008,0.496815286624204,0.135848817848818
"366","20B",2008,"N4A",2008,0.472222222222222,0.122492507492507
"367","20B",2008,"N4D",2008,0.460526315789474,0.137177267177267
"368","20B",2009,"20B",2009,0,0
"369","20B",2009,"4A",2009,0.443478260869565,0.102312798312798
"370","20B",2009,"4B",2009,0.412280701754386,0.0902471972471972
"371","20B",2009,"N1B",2009,0.470588235294118,0.116441336441336
"372","20B",2009,"N20B",2009,0.49375,0.147723054723055
"373","20B",2009,"N4A",2009,0.530201342281879,0.128331113331113
"374","20B",2009,"N4D",2009,0.45578231292517,0.118926961926962
"375","20B",2010,"20B",2010,0,0
"376","20B",2010,"4A",2010,0.479338842975207,0.11139072039072
"377","20B",2010,"4B",2010,0.392523364485981,0.0806561216561216
"378","20B",2010,"N1B",2010,0.531914893617021,0.149176601176601
"379","20B",2010,"N20B",2010,0.528662420382166,0.152214896214896
"380","20B",2010,"N4A",2010,0.578616352201258,0.154315462315462
"381","20B",2010,"N4D",2010,0.509433962264151,0.153118437118437
"382","20B",2011,"20B",2011,0,0
"383","20B",2011,"4A",2011,0.439252336448598,0.0907643467643467
"384","20B",2011,"4B",2011,0.393939393939394,0.0809186369186369
"385","20B",2011,"N1B",2011,0.541984732824427,0.125378066378066
"386","20B",2011,"N20B",2011,0.550335570469799,0.141953601953602
"387","20B",2011,"N4A",2011,0.564285714285714,0.127218892218892
"388","20B",2011,"N4D",2011,0.474452554744526,0.114420135420135
"389","20B",2012,"20B",2012,0,0
"390","20B",2012,"4A",2012,0.462264150943396,0.0825763125763126
"391","20B",2012,"4B",2012,0.395833333333333,0.0691665001665002
"392","20B",2012,"N1B",2012,0.553846153846154,0.125966588966589
"393","20B",2012,"N20B",2012,0.496551724137931,0.138795093795094
"394","20B",2012,"N4A",2012,0.511450381679389,0.113230991230991
"395","20B",2012,"N4D",2012,0.469230769230769,0.11197335997336
"396","20B",2013,"20B",2013,0,0
"397","20B",2013,"4A",2013,0.452173913043478,0.0871063381063381
"398","20B",2013,"4B",2013,0.414414414414414,0.0862518592518592
"399","20B",2013,"N1B",2013,0.533333333333333,0.129544233544234
"400","20B",2013,"N20B",2013,0.493506493506494,0.145614163614164
"401","20B",2013,"N4A",2013,0.557046979865772,0.154761016761017
"402","20B",2013,"N4D",2013,0.482517482517482,0.141207903207903
"403","20B",2014,"20B",2014,0,0
"404","20B",2014,"4A",2014,0.5,0.109772005772006
"405","20B",2014,"4B",2014,0.403846153846154,0.0883545343545343
"406","20B",2014,"N1B",2014,0.544776119402985,0.13229748029748
"407","20B",2014,"N20B",2014,0.468965517241379,0.131614163614164
"408","20B",2014,"N4A",2014,0.514492753623188,0.135983127983128
"409","20B",2014,"N4D",2014,0.503401360544218,0.142250527250527
"410","20B",2015,"20B",2015,0,0
"411","20B",2015,"4A",2015,0.556390977443609,0.137493506493507
"412","20B",2015,"4B",2015,0.524193548387097,0.125371406371406
"413","20B",2015,"N1B",2015,0.639751552795031,0.182711621711622
"414","20B",2015,"N20B",2015,0.559782608695652,0.193017316017316
"415","20B",2015,"N4A",2015,0.589285714285714,0.185820956820957
"416","20B",2015,"N4D",2015,0.578651685393259,0.18611766011766
"417","20B",2016,"20B",2016,0,0
"418","20B",2016,"4A",2016,0.4609375,0.110206571206571
"419","20B",2016,"4B",2016,0.48780487804878,0.108940392940393
"420","20B",2016,"N1B",2016,0.575757575757576,0.16786790986791
"421","20B",2016,"N20B",2016,0.531578947368421,0.197375069375069
"422","20B",2016,"N4A",2016,0.56,0.181667221667222
"423","20B",2016,"N4D",2016,0.519774011299435,0.174291264291264
"424","20B",2017,"20B",2017,0,0
"425","20B",2017,"4A",2017,0.475862068965517,0.137013653013653
"426","20B",2017,"4B",2017,0.484848484848485,0.141732600732601
"427","20B",2017,"N1B",2017,0.61849710982659,0.208107226107226
"428","20B",2017,"N20B",2017,0.51,0.223284715284715
"429","20B",2017,"N4A",2017,0.55,0.206245865245865
"430","20B",2017,"N4D",2017,0.5,0.200373071373071
"431","20B",2018,"20B",2018,0,0
"432","20B",2018,"4A",2018,0.465648854961832,0.125713286713287
"433","20B",2018,"4B",2018,0.418803418803419,0.0982832722832723
"434","20B",2018,"N1B",2018,0.575949367088608,0.160154845154845
"435","20B",2018,"N20B",2018,0.524064171122995,0.190683982683983
"436","20B",2018,"N4A",2018,0.545977011494253,0.177454656454656
"437","20B",2018,"N4D",2018,0.521052631578947,0.198831945831946
"438","20B",2019,"20B",2019,0,0
"439","20B",2019,"4A",2019,0.496503496503497,0.145086913086913
"440","20B",2019,"4B",2019,0.417322834645669,0.0975789765789766
"441","20B",2019,"N1B",2019,0.606741573033708,0.20420979020979
"442","20B",2019,"N20B",2019,0.53960396039604,0.212585081585082
"443","20B",2019,"N4A",2019,0.546448087431694,0.197648795648796
"444","20B",2019,"N4D",2019,0.494623655913978,0.184956487956488
"445","20B",2020,"20B",2020,0,0
"446","20B",2020,"4A",2020,0.513888888888889,0.147909867909868
"447","20B",2020,"4B",2020,0.469230769230769,0.123285936285936
"448","20B",2020,"N1B",2020,0.605405405405405,0.221825174825175
"449","20B",2020,"N20B",2020,0.548076923076923,0.231511599511599
"450","20B",2020,"N4A",2020,0.573604060913706,0.230289821289821
