Datacode,Rectype,Recyear,Recmonth,Recday,Season,Transect,Watershed_name,Observation_number,Species,AOU_code,Common_name,Distance,Count,Sex,Status,Comments,Time,Duration,Observer
CBP01,1,1992,6,9,1992-3,1,N4D,24,GRAS,GRSP,Grasshopper Sparrow,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,25,DICK,DICK,Dickcissel,75,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,26,FLDS,FISP,Field Sparrow,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,27,BHCB,BHCO,Brown-headed Cowbird,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,28,BHCB,BHCO,Brown-headed Cowbird,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,29,MDOV,MODO,Mourning Dove,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,30,THRA,BRTH,Brown Thrasher,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,31,DICK,DICK,Dickcissel,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,32,FLDS,FISP,Field Sparrow,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,33,FLDS,FISP,Field Sparrow,24,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,34,BOBW,NOBO,Northern Bobwhite,24,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,35,EKNG,EAKI,Eastern Kingbird,2,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,36,EKNG,EAKI,Eastern Kingbird,1,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,37,OROR,OROR,Orchard Oriole,1,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,38,FLDS,FISP,Field Sparrow,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,40,BLVO,BEVI,Bell's Vireo,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,41,NOOR,BAOR,Baltimore Oriole,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,43,EMDL,EAME,Eastern Meadowlark,20,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,44,EMDL,EAME,Eastern Meadowlark,9,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,45,MDOV,MODO,Mourning Dove,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,46,MDOV,MODO,Mourning Dove,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,47,CARN,NOCA,Northern Cardinal,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,48,DICK,DICK,Dickcissel,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,49,BHCB,BHCO,Brown-headed Cowbird,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,50,BHCB,BHCO,Brown-headed Cowbird,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,51,BHCB,BHCO,Brown-headed Cowbird,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,52,BHCB,BHCO,Brown-headed Cowbird,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,53,FLDS,FISP,Field Sparrow,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,54,YTHR,COYE,Common Yellowthroat,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,55,HWRN,HOWR,House Wren,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,56,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,57,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,58,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,59,EKNG,EAKI,Eastern Kingbird,75,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,60,GLFH,AMGO,American Goldfinch,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,61,GLFH,AMGO,American Goldfinch,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,62,MDOV,MODO,Mourning Dove,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,63,GLFH,AMGO,American Goldfinch,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,64,DICK,DICK,Dickcissel,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,65,FLDS,FISP,Field Sparrow,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,66,BOBW,NOBO,Northern Bobwhite,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,67,CARN,NOCA,Northern Cardinal,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,68,HWRN,HOWR,House Wren,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,69,DICK,DICK,Dickcissel,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,70,BHCB,BHCO,Brown-headed Cowbird,75,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,71,OROR,OROR,Orchard Oriole,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,9,1992-3,1,N4D,72,DICK,DICK,Dickcissel,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,1,DICK,DICK,Dickcissel,15,1,U,U,NA,Start=0750 CT: End=0830 CT,40,J.L. Zimmerman
CBP01,1,1992,6,5,1992-3,2,N4B,2,GRAS,GRSP,Grasshopper Sparrow,2,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,3,DICK,DICK,Dickcissel,25,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,4,DICK,DICK,Dickcissel,5,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,5,EMDL,EAME,Eastern Meadowlark,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,6,DICK,DICK,Dickcissel,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,7,EKNG,EAKI,Eastern Kingbird,12,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,8,RWBB,RWBL,Red-winged Blackbird,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,9,EKNG,EAKI,Eastern Kingbird,24,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,10,BOBW,NOBO,Northern Bobwhite,24,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,11,THRA,BRTH,Brown Thrasher,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,12,BLVO,BEVI,Bell's Vireo,20,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,13,FLDS,FISP,Field Sparrow,25,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,14,DICK,DICK,Dickcissel,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,15,FLDS,FISP,Field Sparrow,5,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,16,FLDS,FISP,Field Sparrow,5,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,17,DICK,DICK,Dickcissel,24,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,18,BOBW,NOBO,Northern Bobwhite,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,19,BOBW,NOBO,Northern Bobwhite,25,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,20,DICK,DICK,Dickcissel,12,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,21,GRAS,GRSP,Grasshopper Sparrow,9,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,22,DICK,DICK,Dickcissel,6,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,23,GRAS,GRSP,Grasshopper Sparrow,12,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,24,DICK,DICK,Dickcissel,14,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,25,EMDL,EAME,Eastern Meadowlark,12,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,26,BLVO,BEVI,Bell's Vireo,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,27,GRAS,GRSP,Grasshopper Sparrow,11,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,28,EMDL,EAME,Eastern Meadowlark,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,29,BHCB,BHCO,Brown-headed Cowbird,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,30,BLVO,BEVI,Bell's Vireo,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,31,CATB,GRCA,Gray Catbird,6,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,32,YTHR,COYE,Common Yellowthroat,24,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,33,DICK,DICK,Dickcissel,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,34,EMDL,EAME,Eastern Meadowlark,3,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,35,GCFC,GCFL,Great Crested Flycatcher,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,36,FLDS,FISP,Field Sparrow,6,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,37,DICK,DICK,Dickcissel,9,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,38,DICK,DICK,Dickcissel,10,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,39,UPLD,UPSA,Upland Sandpiper,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,5,1992-3,2,N4B,40,GRAS,GRSP,Grasshopper Sparrow,25,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,1,HENS,HESP,Henslow's Sparrow,10,1,U,U,NA,Start=0830 CT: End=0925 CT,55,J.L. Zimmerman
CBP01,1,1992,6,4,1992-3,3,4B,2,EMDL,EAME,Eastern Meadowlark,3,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,3,HENS,HESP,Henslow's Sparrow,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,4,DICK,DICK,Dickcissel,25,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,5,BHCB,BHCO,Brown-headed Cowbird,6,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,6,BHCB,BHCO,Brown-headed Cowbird,6,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,7,BLVO,BEVI,Bell's Vireo,10,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,8,YTHR,COYE,Common Yellowthroat,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,9,DICK,DICK,Dickcissel,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,10,BOBW,NOBO,Northern Bobwhite,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,11,DICK,DICK,Dickcissel,24,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,12,DICK,DICK,Dickcissel,3,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,13,YBCU,YBCU,Yellow-billed Cuckoo,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,14,FLDS,FISP,Field Sparrow,24,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,15,YTHR,COYE,Common Yellowthroat,26,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,16,BOBW,NOBO,Northern Bobwhite,25,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,17,DICK,DICK,Dickcissel,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,18,EMDL,EAME,Eastern Meadowlark,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,19,GRAS,GRSP,Grasshopper Sparrow,24,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,20,BHCB,BHCO,Brown-headed Cowbird,75,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,21,BHCB,BHCO,Brown-headed Cowbird,75,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,22,THRA,BRTH,Brown Thrasher,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,23,EMDL,EAME,Eastern Meadowlark,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,24,BHCB,BHCO,Brown-headed Cowbird,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,25,BHCB,BHCO,Brown-headed Cowbird,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,26,BHCB,BHCO,Brown-headed Cowbird,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,27,YTHR,COYE,Common Yellowthroat,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,28,DICK,DICK,Dickcissel,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,29,BHCB,BHCO,Brown-headed Cowbird,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,30,HENS,HESP,Henslow's Sparrow,25,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,31,BLVO,BEVI,Bell's Vireo,17,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,32,BOBW,NOBO,Northern Bobwhite,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,33,EMDL,EAME,Eastern Meadowlark,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,34,EMDL,EAME,Eastern Meadowlark,9,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,35,EMDL,EAME,Eastern Meadowlark,20,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,36,EKNG,EAKI,Eastern Kingbird,1,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,37,BOBW,NOBO,Northern Bobwhite,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,38,THRA,BRTH,Brown Thrasher,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,39,GRAS,GRSP,Grasshopper Sparrow,6,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,40,BHCB,BHCO,Brown-headed Cowbird,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,41,EMDL,EAME,Eastern Meadowlark,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,42,BHCB,BHCO,Brown-headed Cowbird,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,43,BHCB,BHCO,Brown-headed Cowbird,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,44,BHCB,BHCO,Brown-headed Cowbird,3,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,45,BHCB,BHCO,Brown-headed Cowbird,3,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,46,BHCB,BHCO,Brown-headed Cowbird,3,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,47,DICK,DICK,Dickcissel,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,48,DICK,DICK,Dickcissel,9,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,49,DICK,DICK,Dickcissel,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,50,THRA,BRTH,Brown Thrasher,8,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,51,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,52,EMDL,EAME,Eastern Meadowlark,60,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,53,GRAS,GRSP,Grasshopper Sparrow,6,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,54,DICK,DICK,Dickcissel,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,55,EKNG,EAKI,Eastern Kingbird,25,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,4,1992-3,3,4B,56,EKNG,EAKI,Eastern Kingbird,25,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,1,GRAS,GRSP,Grasshopper Sparrow,25,1,U,U,NA,Start=0845 CT: End=0905 CT,20,J.L. Zimmerman
CBP01,1,1992,6,3,1992-3,4,4A,2,BHCB,BHCO,Brown-headed Cowbird,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,3,BOBW,NOBO,Northern Bobwhite,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,4,EMDL,EAME,Eastern Meadowlark,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,5,BHCB,BHCO,Brown-headed Cowbird,12,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,6,EKNG,EAKI,Eastern Kingbird,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,7,MDOV,MODO,Mourning Dove,12,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,8,MDOV,MODO,Mourning Dove,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,9,BOBW,NOBO,Northern Bobwhite,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,10,FLDS,FISP,Field Sparrow,9,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,11,DICK,DICK,Dickcissel,12,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,12,BHCB,BHCO,Brown-headed Cowbird,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,13,BHCB,BHCO,Brown-headed Cowbird,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,14,BHCB,BHCO,Brown-headed Cowbird,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,15,BHCB,BHCO,Brown-headed Cowbird,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,16,RWBB,RWBL,Red-winged Blackbird,90,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,17,DICK,DICK,Dickcissel,15,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,3,1992-3,4,4A,18,EKNG,EAKI,Eastern Kingbird,25,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,1,FLDS,FISP,Field Sparrow,12,1,U,U,NA,Start=0805 CT: End=0830 CT,25,J.L. Zimmerman
CBP01,1,1992,6,10,1992-3,6,N1B,2,BHCB,BHCO,Brown-headed Cowbird,3,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,3,BHCB,BHCO,Brown-headed Cowbird,3,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,4,BOBW,NOBO,Northern Bobwhite,10,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,5,THRA,BRTH,Brown Thrasher,2,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,6,DICK,DICK,Dickcissel,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,7,EMDL,EAME,Eastern Meadowlark,24,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,8,EMDL,EAME,Eastern Meadowlark,18,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,9,BLVO,BEVI,Bell's Vireo,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,10,THRA,BRTH,Brown Thrasher,45,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,11,DICK,DICK,Dickcissel,10,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,12,THRA,BRTH,Brown Thrasher,10,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,13,THRA,BRTH,Brown Thrasher,10,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,14,UPLD,UPSA,Upland Sandpiper,12,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,15,BOBW,NOBO,Northern Bobwhite,30,1,U,U,NA,NA,NA,NA
CBP01,1,1992,6,10,1992-3,6,N1B,16,BHCB,BHCO,Brown-headed Cowbird,20,1,U,U,NA,NA,NA,NA
