"","Species","Watershed_name","slope","p_value","rsquared"
"69","BLGR","4A",-1.72101697378386e-18,1,6.93334779979405e-33
"70","BLGR","N1B",-0.0268317853457172,0.295053667743886,0.0682460627271503
"71","BLGR","N20B",-0.0526315789473684,0.126622085758973,0.13964101003955
"72","BLGR","N4B",0.022703818369453,0.12539746688583,0.140479876160991
"73","BLGR","N4D",0.00825593395252838,0.788178101872829,0.0046439628482972
"74","BLJA","4A",0.00515995872033024,0.644202624667714,0.0136587142596977
"75","BLJA","4B",-0.0103199174406605,0.499116261265933,0.0290247678018576
"76","BLJA","N20B",0.00309597523219814,0.782175108752155,0.00491713713349117
"77","BLJA","N4B",0.0299277605779154,0.209766589698132,0.0964338951955051
"78","BRTH","1D",0.00309597523219815,0.909780527465371,0.000827636943260895
"79","BRTH","20B",0.0464396284829721,0.643717228684941,0.0136985065809204
"80","BRTH","4A",-0.0175438596491228,0.634006089690364,0.0145092460881935
"81","BRTH","4B",0.174406604747162,0.0652918522564195,0.196643770067037
"82","BRTH","N1B",-0.0794633642930857,0.13212429811917,0.135970645568169
"83","BRTH","N20B",-0.146542827657379,0.182202463464914,0.108380632954936
"84","BRTH","N4B",-0.00309597523219819,0.954656418468572,0.00020845718521035
"85","BRTH","N4D",0.0536635706914344,0.605921617588375,0.0170152785119182
"86","CAGO","N4D",0.0350877192982456,0.102494766923601,0.157894736842105
"87","CARW","N20B",0.00309597523219814,0.782175108752155,0.00491713713349117
"88","CHSW","N20B",-0.00515995872033024,0.644202624667714,0.0136587142596977
"89","CLSW","20B",0.0350877192982456,0.102494766923601,0.157894736842105
"90","CLSW","4A",0.00722394220846233,0.516510120841883,0.0267710799490074
"91","COGR","20B",0.0165118679050568,0.273800951678749,0.0743034055727554
"92","COGR","4A",0.0175438596491228,0.102494766923601,0.157894736842105
"93","COGR","4B",0.0134158926728586,0.220245253705631,0.0923329083955564
"94","COHA","4B",0.0134158926728586,0.220245253705631,0.0923329083955564
"95","COHA","N4B",-0.00928792569659443,0.402102057877883,0.0442542342014205
"96","CONI","1D",0.00206398348813209,0.958808575730474,0.000171998624011007
"97","CONI","20B",-0.0103199174406605,0.644202624667714,0.0136587142596977
"98","CONI","4B",0.0794633642930857,0.0939889180617003,0.165369704069394
"99","CONI","N1B",-0.00825593395252838,0.684143354259798,0.0106147722246793
"100","CONI","N20B",-0.0134158926728586,0.220245253705631,0.0923329083955564
"101","CONI","N4B",0.0371517027863777,0.276862772261997,0.0733972664804047
"102","CONI","N4D",0.00515995872033023,0.906475219907726,0.000889648055229347
"103","COPO","N1B",0.0185758513931889,0.402102057877883,0.0442542342014205
"104","COPO","N4B",-0.0020639834881321,0.893228008614588,0.0011609907120743
"105","COPO","N4D",0.022703818369453,0.303018629682722,0.0661081770169368
"106","COYE","1D",0.00412796697626419,0.887872583701272,0.00128109319953027
"107","COYE","20B",0.179566563467492,0.00759559856439474,0.368064448154572
"108","COYE","4A",0.0185758513931889,0.703638647637407,0.00928792569659442
"109","COYE","4B",0.0288957688338493,0.711291994662542,0.00879436442769328
"110","COYE","N1B",0.0154798761609907,0.524321431426793,0.0257997936016512
"111","COYE","N20B",-0.152734778121775,0.101261549835589,0.158939628482972
"112","COYE","N4B",-0.043343653250774,0.337043015748677,0.0576897920027907
"113","COYE","N4D",-0.065015479876161,0.46151843135229,0.0343558034387542
"114","DEJU","20B",0.0134158926728586,0.220245253705631,0.0923329083955564
"115","DEJU","N4B",0.657378740970072,0.0517484363330086,0.216383551816124
"116","DICK","1D",1.06707946336429,0.00436983698827043,0.407310971536838
"117","DICK","20B",0.306501547987616,0.194422627737497,0.102859841528047
"118","DICK","4A",0.0639834881320949,0.527353953010137,0.0254293350268582
"119","DICK","4B",0.121775025799793,0.605141581878481,0.0170884087472755
"120","DICK","N1B",0.432404540763674,0.0207764662984669,0.29133420103981
"121","DICK","N20B",-0.0712074303405575,0.797332583684884,0.00424333693901603
"122","DICK","N4B",0.173374613003096,0.468832156654589,0.0332668039163301
"123","DICK","N4D",0.542827657378741,0.034773368898895,0.249586842466099
"124","DOWO","20B",0.022703818369453,0.12539746688583,0.140479876160991
"125","DOWO","4B",0.0144478844169247,0.340522965794554,0.0568885448916409
"126","DOWO","N20B",0.0299277605779154,0.0854445071836771,0.173581011351909
"127","DOWO","N4B",-0.0103199174406605,0.610547481311996,0.0165855816010615
"128","DOWO","N4D",0.0299277605779154,0.0854445071836772,0.173581011351909
"129","EABL","20B",0.110423116615067,0.046819286621182,0.224814928753297
"130","EABL","N20B",0.0113519091847265,0.303018629682722,0.0661081770169368
"131","EABL","N4B",-0.00619195046439631,0.826425397892357,0.00309597523219815
"132","EABL","N4D",-0.0949432404540763,0.440410306740586,0.0376499056973062
"133","EAKI","1D",-0.0753353973168215,0.09019001238389,0.16892612981963
"134","EAKI","20B",-0.0268317853457172,0.335126440484886,0.0581355349157206
"135","EAKI","4A",-0.0959752321981425,0.00882810714683315,0.35702786377709
"136","EAKI","4B",-0.191950464396285,0.00027174216769665,0.573794781070323
"137","EAKI","N1B",-0.0598555211558308,0.0701458227396814,0.19051574416673
"138","EAKI","N20B",-0.151702786377709,0.000428158029070441,0.549870647610161
"139","EAKI","N4B",-0.0371517027863777,0.140227998366165,0.130838605465069
"140","EAKI","N4D",-0.140350877192982,0.00336053354784226,0.425221469515372
"141","EAME","1D",-0.0939112487100105,0.472413456942542,0.0327430024237967
"142","EAME","20B",-0.296181630546956,0.0105379734795604,0.343836922113612
"143","EAME","4A",-0.0216718266253871,0.752531909963975,0.00638997696130757
"144","EAME","4B",-0.220846233230134,0.132374053702211,0.135807741124278
"145","EAME","N1B",-0.110423116615067,0.100134134920307,0.159905956842571
"146","EAME","N20B",-0.237358101135191,0.268755248264133,0.0758227267515194
"147","EAME","N4B",-0.113519091847265,0.454761889671249,0.0353853592345064
"148","EAME","N4D",-0.174406604747162,0.27288232518297,0.0745775782458345
"149","EAPH","N20B",0.00515995872033024,0.644202624667714,0.0136587142596977
"150","EAPH","N4B",0.00722394220846233,0.516510120841883,0.0267710799490074
"151","EAPH","N4D",0.0134158926728586,0.220245253705631,0.0923329083955564
"152","EATO","20B",0.260061919504644,2.43159454849418e-06,0.760077878139861
"153","EATO","4A",0.0670794633642931,0.0573872970014015,0.207626910413288
"154","EATO","4B",0.0536635706914345,0.0846287278434127,0.174406604747162
"155","EATO","N1B",0.0278637770897833,0.111705091366489,0.15046439628483
"156","EATO","N20B",0.287925696594427,0.00034829546285235,0.560885511364319
"157","EATO","N4B",0.0123839009287926,0.415791413082639,0.0417956656346749
"158","EATO","N4D",0.244582043343653,0.00107940684444077,0.497324593376561
"159","EAWP","N4B",0.0165118679050568,0.273800951678749,0.0743034055727554
"160","EAWP","N4D",0.0175438596491228,0.102494766923601,0.157894736842105
"161","EUST","20B",0.0144478844169247,0.516510120841883,0.0267710799490074
"162","FISP","20B",0.0165118679050567,0.836221377203165,0.00275197798417612
"163","FISP","4A",0.0103199174406605,0.781672533408337,0.00494038600882683
"164","FISP","4B",-0.249742002063984,0.0383254868160314,0.241535559722627
"165","FISP","N1B",-0.0681114551083591,0.122556177270443,0.142458465966075
"166","FISP","N20B",0.369453044375645,0.0142202873918683,0.321029587103109
"167","FISP","N4B",-0.0237358101135192,0.847435083637684,0.00238394599393423
"168","FISP","N4D",0.066047471620227,0.522232794580425,0.0260570846940074
"169","GCFL","4B",-1.72101697378386e-18,1,7.2583484779094e-33
"170","GCFL","N20B",-0.021671826625387,0.223716032662895,0.0910216718266254
"171","GCFL","N4B",0.00309597523219815,0.909780527465371,0.000827636943260897
"172","GCFL","N4D",0.0268317853457172,0.50667548745789,0.0280296329057939
"173","GHOW","1D",-0.0113519091847265,0.303018629682721,0.0661081770169368
"174","GHOW","N20B",-0.0154798761609907,0.153728944850024,0.122928428337279
"175","GHOW","N4B",-0.00619195046439629,0.686501027244528,0.0104489164086687
"176","GHOW","N4D",-0.0196078431372549,0.273109071279468,0.0745098039215686
"177","GOEA","N4D",-0.00515995872033024,0.644202624667714,0.0136587142596977
"178","GRCA","20B",0.320949432404541,0.00395486265252189,0.414171259244034
"179","GRCA","4A",0.0454076367389061,0.150294006405313,0.124871001031992
"180","GRCA","4B",0.0247678018575852,0.273800951678749,0.0743034055727554
"181","GRCA","N20B",0.120743034055728,0.0208787115079419,0.290943741099957
"182","GRCA","N4B",0.0309597523219814,0.224147755241645,0.090860142684076
"183","GRCA","N4D",0.00206398348813208,0.962452891243373,0.00014289116456299
"184","GRPC","4B",-0.0175438596491228,0.654342890604514,0.0128431125661043
"185","GRPC","N4B",0.00619195046439629,0.686501027244528,0.0104489164086687
"186","GRSP","1D",0.263157894736842,0.0120261956020616,0.333857030636292
"187","GRSP","20B",-0.0165118679050568,0.759901719904848,0.00600431560183882
"188","GRSP","4A",-0.0392156862745098,0.548326685233899,0.0229653505237712
"189","GRSP","4B",-0.0268317853457173,0.805198478272607,0.003914362700061
"190","GRSP","N1B",0.34468524251806,0.00124487639059971,0.488737659910041
"191","GRSP","N20B",0.705882352941176,0.00167387083905814,0.470486332254859
"192","GRSP","N4B",0.220846233230134,0.0934201521560259,0.165893075351497
"193","GRSP","N4D",0.554179566563467,0.026346935892291,0.272273034990468
"194","GTGR","N4B",0.0175438596491228,0.102494766923601,0.157894736842105
"195","HAWO","20B",0.0175438596491228,0.102494766923601,0.157894736842105
"196","HAWO","4B",0.00928792569659443,0.402102057877883,0.0442542342014205
"197","HAWO","N4B",0.00309597523219814,0.782175108752155,0.00491713713349117
"198","HESP","20B",-0.0247678018575851,0.0920331150893653,0.1671826625387
"199","HESP","4A",-0.00928792569659443,0.733469266065063,0.00744873248934801
"200","HESP","4B",-0.0588235294117647,0.702408710487782,0.00936866519349124
"201","HESP","N20B",-0.00928792569659443,0.733469266065063,0.00744873248934801
"202","HESP","N4D",-0.0154798761609907,0.153728944850024,0.122928428337279
"203","HOLA","1D",0.0309597523219814,0.153728944850024,0.122928428337279
"204","HOLA","N1B",0.0185758513931889,0.215814588334073,0.0940402476780186
"205","HOLA","N20B",0.0154798761609907,0.153728944850024,0.122928428337279
"206","HOLA","N4D",0.0268317853457172,0.220245253705631,0.0923329083955564
"207","HOWR","20B",0.0412796697626419,0.144742819854615,0.128109319953027
"208","HOWR","4A",-0.00309597523219814,0.782175108752155,0.00491713713349117
"209","HOWR","4B",-0.0299277605779154,0.158744101510376,0.120171469397476
"210","HOWR","N1B",0.00309597523219814,0.782175108752155,0.00491713713349117
"211","HOWR","N20B",-0.00412796697626419,0.899304138593247,0.00103199174406605
"212","HOWR","N4D",-0.0423116615067079,0.190064115898049,0.104785255677686
"213","INBU","20B",0.125902992776058,0.00382845478072038,0.416390018277444
"214","INBU","4A",0.0154798761609907,0.153728944850024,0.122928428337279
"215","INBU","N1B",0.00103199174406605,0.926650011234896,0.000546348570387907
"216","INBU","N20B",0.146542827657379,0.00148922765136239,0.477759524862577
"217","INBU","N4B",0.0660474716202271,0.0429871052203966,0.231971607641773
"218","INBU","N4D",0.166150670794634,0.00224936849339394,0.451692911785036
"219","KEWA","N4D",0.00103199174406605,0.926650011234896,0.000546348570387907
"220","KILL","1D",-0.00309597523219814,0.782175108752155,0.00491713713349117
"221","KILL","N4B",-0.00309597523219814,0.782175108752155,0.00491713713349117
"222","LALO","N1B",0.022703818369453,0.303018629682722,0.0661081770169368
"223","LALO","N20B",0.022703818369453,0.303018629682722,0.0661081770169368
"224","LASP","20B",0.0113519091847265,0.303018629682722,0.0661081770169368
"225","LASP","4B",0.0185758513931889,0.402102057877883,0.0442542342014205
"226","LASP","N1B",0.0495356037151703,0.273800951678749,0.0743034055727554
"227","LASP","N20B",0.0185758513931889,0.402102057877883,0.0442542342014205
"228","LASP","N4B",0.0474716202270382,0.19061664029246,0.104538567946776
"229","LASP","N4D",0.105263157894737,0.0208484889880932,0.291058972733037
"230","LOSH","20B",-0.00309597523219814,0.782175108752155,0.00491713713349117
"231","MODO","1D",-0.0247678018575852,0.629898075510701,0.0148606811145511
"232","MODO","20B",0.218782249742002,0.0222375674323819,0.285915433224479
"233","MODO","4A",0.0206398348813209,0.600533838746006,0.017524388106782
"234","MODO","4B",0.124871001031992,0.129807319680037,0.137496986980626
"235","MODO","N1B",0.0515995872033024,0.359138648469514,0.0527723050942865
"236","MODO","N20B",0.0103199174406605,0.871153679526047,0.00169487695193328
"237","MODO","N4B",-0.0257997936016512,0.577466432216998,0.0198121281923942
"238","MODO","N4D",-0.21671826625387,0.016925196973047,0.307505648062924
"239","NOBO","1D",-0.113519091847265,0.0220220645942245,0.286693624818348
"240","NOBO","20B",-0.0928792569659443,0.165070472160375,0.116820183450955
"241","NOBO","4A",-0.0505675954592363,0.32273356764677,0.0610967386233513
"242","NOBO","4B",0.00309597523219812,0.988602844891215,1.31577729056114e-05
"243","NOBO","N1B",-0.0949432404540764,0.13422312742568,0.13461130667119
"244","NOBO","N20B",-0.249742002063984,0.0336514096078359,0.252290389840146
"245","NOBO","N4B",-0.140350877192983,0.0156760318592167,0.313484441029581
"246","NOBO","N4D",-0.0515995872033024,0.282824537264518,0.0716660933379199
"247","NOCA","20B",0.0299277605779154,0.0854445071836772,0.173581011351909
"248","NOCA","4A",-0.00103199174406605,0.954880676329644,0.000206398348813208
"249","NOCA","N1B",0.0175438596491228,0.102494766923601,0.157894736842105
"250","NOCA","N20B",0.00206398348813207,0.952733166410825,0.000226534773087668
"251","NOCA","N4B",0.0288957688338493,0.433782651481089,0.0387326263092023
"252","NOCA","N4D",-0.0123839009287926,0.733787203678949,0.00743034055727553
"253","NOFL","1D",-0.0154798761609907,0.153728944850024,0.122928428337279
"254","NOFL","20B",0.0134158926728586,0.220245253705631,0.0923329083955564
"255","NOFL","4A",0.0165118679050568,0.273800951678749,0.0743034055727554
"256","NOFL","4B",-0.00309597523219816,0.86516184911138,0.00185758513931889
"257","NOFL","N1B",-0.00412796697626419,0.788178101872829,0.00464396284829722
"258","NOFL","N20B",0.0412796697626419,0.339354322614702,0.0571564658251964
"259","NOFL","N4B",-0.0526315789473684,0.237662936869565,0.085971155647125
"260","NOFL","N4D",-0.0454076367389061,0.24558679958341,0.0832473340213278
"261","NOHA","1D",0.0268317853457172,0.352875091897104,0.0541261876801537
"262","NOHA","20B",0.00619195046439629,0.686501027244528,0.0104489164086687
"263","NOHA","4A",0.0165118679050568,0.273800951678749,0.0743034055727554
"264","NOHA","4B",-0.0206398348813209,0.535586665043254,0.0244419097278801
"265","NOHA","N1B",0.00928792569659443,0.402102057877883,0.0442542342014205
"266","NOHA","N20B",-0.0278637770897833,0.111705091366489,0.15046439628483
"267","NOHA","N4B",-0.0134158926728586,0.220245253705631,0.0923329083955564
"268","NRWS","1D",0.0113519091847265,0.303018629682722,0.0661081770169368
"269","NSHR","N20B",-0.00928792569659443,0.402102057877883,0.0442542342014205
"270","OROR","20B",0.0381836945304438,0.239482566862719,0.0853367132794482
"271","OROR","4B",-0.0134158926728586,0.220245253705631,0.0923329083955564
"272","OROR","N20B",-0.0134158926728586,0.458050916824243,0.0348813209494323
"273","OROR","N4B",0.0257997936016512,0.282824537264518,0.07166609333792
"274","OROR","N4D",-0.0392156862745098,0.11793134747399,0.145780051150895
"275","PISI","N4D",-0.0113519091847265,0.303018629682721,0.0661081770169368
"276","RBWO","N1B",0.0154798761609907,0.153728944850024,0.122928428337279
"277","RBWO","N4B",0.00206398348813209,0.919194309200662,0.00066342326404246
"278","RHWO","1D",-0.0268317853457172,0.220245253705631,0.0923329083955564
"279","RHWO","N4B",-0.0154798761609907,0.153728944850024,0.122928428337279
"280","RLHA","1D",-0.0134158926728586,0.220245253705631,0.0923329083955564
"281","RLHA","20B",-0.0134158926728586,0.220245253705631,0.0923329083955564
"282","RLHA","4B",0.00722394220846233,0.516510120841883,0.0267710799490074
"283","RLHA","N20B",0.00722394220846233,0.516510120841883,0.0267710799490074
"284","RNEP","1D",-0.0753353973168215,0.0122937157893657,0.332183597564777
"285","RNEP","20B",-0.0278637770897833,0.111705091366489,0.15046439628483
"286","RNEP","4B",0.00722394220846233,0.802455055619278,0.00402750760294803
"287","RNEP","N1B",0.0103199174406605,0.610547481311995,0.0165855816010615
"288","RNEP","N20B",-0.0464396284829721,0.240153067415851,0.0851042965411933
"289","RNEP","N4B",0.00515995872033024,0.644202624667714,0.0136587142596977
"290","RNEP","N4D",-0.0103199174406605,0.610547481311995,0.0165855816010615
"291","RTHA","20B",0.00206398348813209,0.893228008614588,0.0011609907120743
"292","RTHA","4B",-0.00515995872033024,0.644202624667714,0.0136587142596977
"293","RTHA","N1B",0.0020639834881321,0.893228008614588,0.0011609907120743
"294","RTHA","N20B",0.020639834881321,0.16646584490123,0.11609907120743
"295","RWBL","1D",0.328173374613003,0.0850968668543807,0.173931888544892
"296","RWBL","20B",-0.126934984520124,0.0989199167358022,0.160958794803868
"297","RWBL","4A",-0.0877192982456141,0.017779962402634,0.303643724696356
"298","RWBL","4B",0.04437564499484,0.218947503177059,0.0928290519621788
"299","RWBL","N20B",0.136222910216718,0.412065621645627,0.0424535197632375
"300","RWBL","N4B",-0.0175438596491228,0.102494766923601,0.157894736842105
"301","SEOW","1D",-0.0268317853457172,0.220245253705631,0.0923329083955564
"302","SEWR","N4B",-0.0134158926728586,0.220245253705631,0.0923329083955564
"303","SOSP","20B",-0.0154798761609907,0.153728944850024,0.122928428337279
"304","SOSP","4B",-0.00309597523219814,0.782175108752155,0.00491713713349117
"305","SOSP","N20B",0.0134158926728586,0.220245253705631,0.0923329083955564
"306","SOSP","N4D",-0.00309597523219814,0.782175108752155,0.00491713713349117
"307","SPTO","20B",0.0113519091847265,0.303018629682722,0.0661081770169368
"308","SPTO","N20B",0.0134158926728586,0.220245253705631,0.0923329083955564
"309","SPTO","N4D",0.0113519091847265,0.303018629682722,0.0661081770169368
"310","STFL","N20B",0.0154798761609907,0.153728944850024,0.122928428337279
"311","SUTA","4B",-0.00412796697626419,0.788178101872829,0.00464396284829722
"312","SUTA","N20B",0.00619195046439629,0.782175108752155,0.00491713713349117
"313","SUTA","N4D",0.00515995872033024,0.644202624667714,0.0136587142596977
"314","TUTI","4B",0.00722394220846233,0.516510120841883,0.0267710799490074
"315","TUTI","N4B",0.00722394220846233,0.691335226260829,0.0101135190918473
"316","TUVU","N20B",0.0154798761609907,0.153728944850024,0.122928428337279
"317","UPSA","1D",0.0206398348813209,0.73681945926576,0.00725619195046438
"318","UPSA","20B",-0.0144478844169247,0.577707233382239,0.0197873199623099
"319","UPSA","4A",-0.0103199174406605,0.817845154392344,0.00341467856492443
"320","UPSA","4B",-0.043343653250774,0.340522965794554,0.0568885448916409
"321","UPSA","N1B",-0.021671826625387,0.745499611460828,0.00677020699536883
"322","UPSA","N20B",0.113519091847265,0.232503953066423,0.0877999226006191
"323","UPSA","N4B",0.0856553147574819,0.220253529354054,0.0923297548684545
"324","UPSA","N4D",0.224974200206398,0.00104387856623804,0.499320566521441
"325","WAVI","20B",0.00722394220846233,0.516510120841883,0.0267710799490074
"326","WEKI","20B",-0.00515995872033024,0.644202624667714,0.0136587142596977
"327","WITU","N20B",0.0804953560371517,0.0155860344336343,0.313931888544892
"328","WITU","N4D",0.0144478844169247,0.340522965794554,0.0568885448916409
"329","YBCU","1D",0.0350877192982456,0.102494766923601,0.157894736842105
"330","YBCU","20B",0.0350877192982456,0.165292906755268,0.116704805491991
"331","YBCU","4A",0.00722394220846233,0.516510120841883,0.0267710799490074
"332","YBCU","4B",-0.0268317853457172,0.0656265073240264,0.196207430340557
"333","YBCU","N1B",0.0123839009287926,0.415791413082639,0.0417956656346749
"334","YBCU","N20B",0.065015479876161,0.151611639455052,0.124120461581762
"335","YBCU","N4B",0.0546955624355005,0.0312717878278214,0.25831468595776
"336","YBCU","N4D",0.140350877192983,0.0317115492833268,0.257169870784746
"337","YEWA","20B",0.0474716202270382,0.142758939076196,0.129297702460486
"338","YEWA","4B",0.0175438596491228,0.102494766923601,0.157894736842105
"339","YEWA","N20B",-0.00103199174406605,0.926650011234895,0.000546348570387908
"340","YEWA","N4D",0.0381836945304438,0.103589686880359,0.15697741084738
