DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,TRANSECT,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENTS
PAB01,1,1984,9,28,020b,tu,c,5,9.79,7.03,,43.48,,
PAB01,1,1984,9,28,020b,tu,d,4,7.53,2.06,9.33,51.79,,
PAB01,1,1984,9,28,020b,tu,d,3,9.58,9.05,12.42,81.21,,
PAB01,1,1984,9,28,020b,tu,d,2,6.58,5.19,21.07,40.52,,
PAB01,1,1984,9,28,020b,tu,d,1,11.82,21.43,32.72,74.13,,
PAB01,1,1984,9,28,020b,tu,d,5,11.24,2.92,22.45,44.23,,
PAB01,1,1985,9,27,004b,fl,a,4,17.27,7.93,14.64,53.91,,
PAB01,1,1985,9,27,004b,fl,a,3,17.46,2.66,16.63,32.37,,
PAB01,1,1985,9,27,004b,fl,a,2,7.88,17.78,4.84,53.40,,
PAB01,1,1985,9,27,004b,fl,a,1,11.57,26.43,11.23,50.65,,
PAB01,1,1985,9,27,004b,fl,a,5,13.24,14.72,12.32,41.92,,
PAB01,1,1985,9,27,004b,fl,b,1,17.71,7.70,11.50,44.81,,
PAB01,1,1985,9,27,004b,fl,b,2,12.60,4.72,11.24,58.98,,
PAB01,1,1985,9,27,004b,fl,b,3,14.75,16.23,11.03,47.41,,
PAB01,1,1985,9,27,004b,fl,b,4,7.46,12.02,1.40,35.64,,
PAB01,1,1985,9,27,004b,fl,b,5,15.71,9.26,16.28,37.20,,
PAB01,1,1985,9,27,004b,fl,c,5,13.70,16.64,20.86,40.87,,
PAB01,1,1985,9,27,004b,fl,c,4,12.71,12.28,12.01,41.16,,
PAB01,1,1985,9,27,004b,fl,c,3,10.19,3.24,10.29,33.08,,
PAB01,1,1985,9,27,004b,fl,c,2,14.35,14.63,8.09,42.34,,
PAB01,1,1985,9,27,004b,fl,c,1,8.24,6.11,3.76,47.86,,
PAB01,1,1985,9,27,004b,fl,d,1,11.96,12.08,15.99,30.40,,
PAB01,1,1985,9,27,004b,fl,d,5,7.88,11.27,4.44,34.34,,
PAB01,1,1985,9,27,004b,fl,d,4,10.25,6.94,5.96,32.54,,
PAB01,1,1985,9,27,004b,fl,d,3,27.38,8.25,25.81,38.07,,
PAB01,1,1985,9,27,004b,fl,d,2,9.82,4.61,7.63,42.53,,
PAB01,1,1985,10,8,001d,fl,a,5,13.74,0.79,21.13,,,
PAB01,1,1985,10,8,001d,fl,a,3,9.84,2.17,16.73,,,
PAB01,1,1985,10,8,001d,fl,a,2,17.49,0.17,46.54,,,
PAB01,1,1985,10,8,001d,fl,a,1,14.94,0.90,29.44,,,
PAB01,1,1985,10,8,001d,fl,a,4,19.77,0.00,22.38,,,
PAB01,1,1985,10,8,001d,fl,b,5,6.41,4.44,35.02,,,
PAB01,1,1985,10,8,001d,fl,b,1,1.91,0.00,52.94,,,
PAB01,1,1985,10,8,001d,fl,b,4,6.30,0.00,46.20,,,
PAB01,1,1985,10,8,001d,fl,b,2,4.27,0.00,24.69,,,
PAB01,1,1985,10,8,001d,fl,b,3,8.09,0.00,47.57,,,
PAB01,1,1985,10,8,001d,fl,c,3,2.74,1.21,30.30,,,
PAB01,1,1985,10,8,001d,fl,c,2,11.50,0.00,12.88,,,
PAB01,1,1985,10,8,001d,fl,c,1,6.50,0.53,29.27,,,
PAB01,1,1985,10,8,001d,fl,c,5,3.40,0.16,18.85,,,
PAB01,1,1985,10,8,001d,fl,c,4,11.61,0.72,19.03,,,
PAB01,1,1985,10,8,001d,fl,d,2,10.60,1.38,28.43,,,
PAB01,1,1985,10,8,001d,fl,d,4,2.77,0.69,29.10,,,
PAB01,1,1985,10,8,001d,fl,d,5,6.17,3.47,14.47,,,
PAB01,1,1985,10,8,001d,fl,d,3,5.81,4.70,21.48,,,
PAB01,1,1985,10,8,001d,fl,d,1,16.13,0.00,26.03,,,
PAB01,1,1985,10,8,001d,tu,a,1,15.31,0.25,29.79,,,
PAB01,1,1985,10,8,001d,tu,a,2,12.55,2.80,35.90,,,
PAB01,1,1985,10,8,001d,tu,a,3,14.35,10.93,37.88,,,
PAB01,1,1985,10,8,001d,tu,a,5,21.85,0.50,54.12,,,
PAB01,1,1985,10,8,001d,tu,a,4,18.49,0.35,42.83,,,
PAB01,1,1985,10,8,001d,tu,b,1,21.80,0.55,27.50,,,
PAB01,1,1985,10,8,001d,tu,b,5,13.30,0.00,30.66,,,
PAB01,1,1985,10,8,001d,tu,b,4,10.95,1.21,38.46,,,
PAB01,1,1985,10,8,001d,tu,b,3,35.28,5.42,34.00,,,
PAB01,1,1985,10,8,001d,tu,b,2,11.81,0.00,74.68,,,
PAB01,1,1985,10,8,001d,tu,c,2,4.44,2.15,27.71,,,
PAB01,1,1985,10,8,001d,tu,c,1,20.98,0.02,35.73,,,
PAB01,1,1985,10,8,001d,tu,c,5,11.24,0.86,42.75,,,
PAB01,1,1985,10,8,001d,tu,c,4,13.47,0.78,32.46,,,
PAB01,1,1985,10,8,001d,tu,c,3,10.30,1.05,23.70,,,
PAB01,1,1985,10,8,001d,tu,d,5,5.72,0.26,46.35,,,
PAB01,1,1985,10,8,001d,tu,d,4,3.03,0.00,64.18,,,
PAB01,1,1985,10,8,001d,tu,d,3,2.87,0.00,61.84,,,
PAB01,1,1985,10,8,001d,tu,d,2,3.17,2.20,49.62,,,
PAB01,1,1985,10,8,001d,tu,d,1,2.46,0.42,33.70,,,
PAB01,1,1985,10,4,004b,tu,a,2,15.56,0.34,10.68,60.98,,
PAB01,1,1985,10,4,004b,tu,a,1,9.38,10.90,3.96,41.89,,
PAB01,1,1985,10,4,004b,tu,a,3,10.00,3.72,4.25,53.43,,
PAB01,1,1985,10,4,004b,tu,a,4,20.95,5.15,16.62,49.44,,
PAB01,1,1985,10,4,004b,tu,a,5,21.05,0.00,19.56,40.28,,
PAB01,1,1985,10,4,004b,tu,b,2,16.21,5.43,11.12,58.53,,
PAB01,1,1985,10,4,004b,tu,b,4,11.73,11.28,18.54,37.96,,
PAB01,1,1985,10,4,004b,tu,b,1,32.77,0.00,11.46,68.87,,
PAB01,1,1985,10,4,004b,tu,b,3,17.24,2.21,8.83,69.64,,
PAB01,1,1985,10,4,004b,tu,b,5,31.74,6.75,17.26,62.06,,
PAB01,1,1985,10,4,004b,tu,c,2,14.15,21.61,24.73,47.01,,
PAB01,1,1985,10,4,004b,tu,c,5,8.05,11.25,11.28,85.84,,
PAB01,1,1985,10,4,004b,tu,c,4,18.56,39.02,32.57,48.18,,
PAB01,1,1985,10,4,004b,tu,c,3,21.79,0.09,18.78,48.65,,
PAB01,1,1985,10,4,004b,tu,c,1,6.56,13.90,15.14,85.02,,
PAB01,1,1985,10,4,004b,tu,d,3,12.94,9.88,19.02,58.87,,
PAB01,1,1985,10,4,004b,tu,d,5,12.76,5.75,13.14,54.85,,
PAB01,1,1985,10,4,004b,tu,d,4,7.58,6.15,20.77,40.33,,
PAB01,1,1985,10,4,004b,tu,d,1,14.67,10.38,22.37,46.88,,
PAB01,1,1985,10,4,004b,tu,d,2,10.48,16.31,9.81,40.11,,
PAB01,1,1985,10,5,020b,fl,a,1,9.53,7.20,13.05,49.48,,
PAB01,1,1985,10,5,020b,fl,a,2,7.22,3.44,8.41,45.55,,
PAB01,1,1985,10,5,020b,fl,a,3,13.68,7.59,6.72,55.62,,
PAB01,1,1985,10,5,020b,fl,a,4,2.55,5.14,62.00,7.77,,
PAB01,1,1985,10,5,020b,fl,a,5,35.62,0.00,27.15,55.77,,
PAB01,1,1985,10,5,020b,fl,b,3,6.57,2.14,11.66,69.10,,
PAB01,1,1985,10,5,020b,fl,b,2,4.38,8.37,11.26,81.01,,
PAB01,1,1985,10,5,020b,fl,b,1,4.27,8.95,13.12,81.31,,
PAB01,1,1985,10,5,020b,fl,b,5,4.72,8.57,11.89,63.92,,
PAB01,1,1985,10,5,020b,fl,b,4,9.22,1.78,16.09,68.04,,
PAB01,1,1985,10,5,020b,fl,c,2,13.36,28.82,1.17,47.22,,
PAB01,1,1985,10,5,020b,fl,c,3,9.79,3.78,9.33,49.83,,
PAB01,1,1985,10,5,020b,fl,c,1,10.32,12.03,7.37,40.02,,
PAB01,1,1985,10,5,020b,fl,c,4,8.12,2.91,10.35,51.43,,
PAB01,1,1985,10,5,020b,fl,c,5,13.34,1.05,20.96,55.02,,
PAB01,1,1985,10,5,020b,fl,d,1,9.74,11.45,15.04,61.50,,
PAB01,1,1985,10,5,020b,fl,d,2,6.17,16.11,7.92,93.81,,
PAB01,1,1985,10,5,020b,fl,d,3,16.90,0.00,15.44,60.34,,
PAB01,1,1985,10,5,020b,fl,d,4,12.37,10.75,12.83,56.18,,
PAB01,1,1985,10,5,020b,fl,d,5,19.68,0.62,20.07,81.01,,
PAB01,1,1985,10,14,020b,tu,a,5,36.30,13.60,5.00,116.20,,
PAB01,1,1985,10,14,020b,tu,a,2,0.70,1.70,34.20,41.00,,
PAB01,1,1985,10,14,020b,tu,a,3,5.60,9.70,40.20,65.81,,
PAB01,1,1985,10,14,020b,tu,a,4,6.60,8.10,7.00,51.40,,
PAB01,1,1985,10,14,020b,tu,a,1,3.70,2.80,31.40,58.70,,
PAB01,1,1985,10,14,020b,tu,b,3,3.51,4.97,19.78,106.67,,
PAB01,1,1985,10,14,020b,tu,b,5,3.89,7.68,10.40,107.67,,
PAB01,1,1985,10,14,020b,tu,b,4,5.98,6.88,19.74,76.76,,
PAB01,1,1985,10,14,020b,tu,b,2,0.48,5.87,37.98,102.80,,
PAB01,1,1985,10,14,020b,tu,b,1,4.62,3.52,14.76,83.57,,
PAB01,1,1985,10,14,020b,tu,c,4,6.07,9.41,10.10,69.43,,
PAB01,1,1985,10,14,020b,tu,c,5,5.61,3.26,9.46,97.03,,
PAB01,1,1985,10,14,020b,tu,c,1,7.53,13.01,8.59,78.83,,
PAB01,1,1985,10,14,020b,tu,c,2,12.17,3.12,18.18,118.33,,
PAB01,1,1985,10,14,020b,tu,c,3,19.49,0.69,19.85,54.93,,
PAB01,1,1985,10,14,020b,tu,d,4,7.94,15.86,13.84,61.33,,
PAB01,1,1985,10,14,020b,tu,d,2,4.46,12.21,15.84,84.91,,
PAB01,1,1985,10,14,020b,tu,d,1,7.12,19.91,9.94,66.95,,
PAB01,1,1985,10,14,020b,tu,d,5,3.20,4.10,22.40,55.25,,
PAB01,1,1985,10,14,020b,tu,d,3,8.05,17.34,13.37,80.45,,
PAB01,1,1986,9,16,001d,fl,a,4,26.86,1.02,15.04,,,
PAB01,1,1986,9,16,001d,fl,a,1,22.65,2.95,15.23,,,
PAB01,1,1986,9,16,001d,fl,a,2,26.03,0.00,12.80,,,
PAB01,1,1986,9,16,001d,fl,a,3,22.44,19.25,14.39,,,
PAB01,1,1986,9,16,001d,fl,a,5,30.40,0.00,15.90,,,
PAB01,1,1986,9,16,001d,fl,b,4,29.09,3.04,17.51,,,
PAB01,1,1986,9,16,001d,fl,b,5,15.91,3.09,16.30,,,
PAB01,1,1986,9,16,001d,fl,b,2,23.55,2.69,19.04,,,
PAB01,1,1986,9,16,001d,fl,b,3,23.87,0.14,16.88,,,
PAB01,1,1986,9,16,001d,fl,b,1,18.65,2.57,11.59,,,
PAB01,1,1986,9,16,001d,fl,c,1,28.01,0.24,15.12,,,
PAB01,1,1986,9,16,001d,fl,c,3,17.46,0.00,11.08,,,
PAB01,1,1986,9,16,001d,fl,c,2,15.79,0.00,13.35,,,
PAB01,1,1986,9,16,001d,fl,c,4,13.41,1.42,13.93,,,
PAB01,1,1986,9,16,001d,fl,c,5,14.06,0.00,15.54,,,
PAB01,1,1986,9,16,001d,fl,d,5,20.20,7.20,19.62,,,
PAB01,1,1986,9,16,001d,fl,d,4,23.40,0.14,23.62,,,
PAB01,1,1986,9,16,001d,fl,d,2,23.84,1.23,14.09,,,
PAB01,1,1986,9,16,001d,fl,d,1,12.23,4.69,13.29,,,
PAB01,1,1986,9,16,001d,fl,d,3,36.52,1.03,23.51,,,
PAB01,1,1986,9,15,001d,tu,a,1,31.94,2.19,14.21,,,
PAB01,1,1986,9,15,001d,tu,a,3,29.58,0.39,17.96,,,
PAB01,1,1986,9,15,001d,tu,a,4,34.46,3.60,14.22,,,
PAB01,1,1986,9,15,001d,tu,a,5,41.97,0.83,19.21,,,
PAB01,1,1986,9,15,001d,tu,a,2,26.70,3.37,11.76,,,
PAB01,1,1986,9,15,001d,tu,b,3,30.24,1.13,15.10,,,
PAB01,1,1986,9,15,001d,tu,b,2,30.80,0.52,16.33,,,
PAB01,1,1986,9,15,001d,tu,b,5,25.84,0.53,16.24,,,
PAB01,1,1986,9,15,001d,tu,b,1,31.52,0.77,14.70,,,
PAB01,1,1986,9,15,001d,tu,b,4,26.20,0.60,9.98,,,
PAB01,1,1986,9,15,001d,tu,c,5,20.44,1.08,12.14,,,
PAB01,1,1986,9,15,001d,tu,c,1,16.92,8.87,10.38,,,
PAB01,1,1986,9,15,001d,tu,c,2,23.83,1.08,19.63,,,
PAB01,1,1986,9,15,001d,tu,c,3,27.88,0.41,12.61,,,
PAB01,1,1986,9,15,001d,tu,c,4,18.49,0.58,13.16,,,
PAB01,1,1986,9,15,001d,tu,d,4,31.93,0.87,17.02,,,
PAB01,1,1986,9,15,001d,tu,d,2,25.17,1.18,14.90,,,
PAB01,1,1986,9,15,001d,tu,d,3,30.78,0.55,16.06,,,
PAB01,1,1986,9,15,001d,tu,d,5,37.90,2.85,16.59,,,
PAB01,1,1986,9,15,001d,tu,d,1,20.99,0.00,20.39,,,
PAB01,1,1986,9,26,020b,fl,a,1,7.46,2.85,7.20,51.77,,
PAB01,1,1986,9,26,020b,fl,a,4,7.01,15.75,5.17,55.99,,
PAB01,1,1986,9,26,020b,fl,a,2,12.57,0.25,19.71,55.47,,
PAB01,1,1986,9,26,020b,fl,a,3,7.75,10.00,4.28,52.56,,
PAB01,1,1986,9,26,020b,fl,a,5,10.67,8.09,8.28,48.88,,
PAB01,1,1986,9,26,020b,fl,b,4,4.19,4.25,11.75,19.07,,
PAB01,1,1986,9,26,020b,fl,b,1,9.84,8.01,8.78,98.21,,
PAB01,1,1986,9,26,020b,fl,b,2,8.05,8.51,9.83,55.00,,
PAB01,1,1986,9,26,020b,fl,b,5,19.44,4.48,21.61,26.19,,
PAB01,1,1986,9,26,020b,fl,b,3,14.45,2.21,33.20,28.38,,
PAB01,1,1986,9,26,020b,fl,c,1,12.80,1.93,12.14,132.65,,
PAB01,1,1986,9,26,020b,fl,c,2,11.82,8.51,18.44,104.31,,
PAB01,1,1986,9,26,020b,fl,c,5,9.50,1.44,21.14,25.65,,
PAB01,1,1986,9,26,020b,fl,c,4,4.40,1.16,38.42,33.12,,
PAB01,1,1986,9,26,020b,fl,c,3,7.91,6.62,28.73,36.59,,
PAB01,1,1986,9,26,020b,fl,d,5,21.27,2.31,13.42,50.68,,
PAB01,1,1986,9,26,020b,fl,d,2,18.18,3.19,16.16,42.52,,
PAB01,1,1986,9,26,020b,fl,d,3,9.29,22.33,8.14,66.40,,
PAB01,1,1986,9,26,020b,fl,d,4,11.18,11.75,12.19,68.30,,
PAB01,1,1986,9,26,020b,fl,d,1,5.23,11.08,3.98,89.95,,
PAB01,1,1986,9,26,020b,tu,a,4,14.14,2.56,20.28,41.90,,
PAB01,1,1986,9,26,020b,tu,a,3,21.64,1.84,20.47,57.01,,
PAB01,1,1986,9,26,020b,tu,a,5,9.48,13.81,9.60,97.96,,
PAB01,1,1986,9,26,020b,tu,a,1,5.71,2.89,3.10,22.23,,
PAB01,1,1986,9,26,020b,tu,a,2,14.56,4.80,12.50,59.11,,
PAB01,1,1986,9,26,020b,tu,b,5,20.93,0.19,29.69,39.21,,
PAB01,1,1986,9,26,020b,tu,b,4,14.39,3.16,25.80,25.18,,
PAB01,1,1986,9,26,020b,tu,b,2,8.29,15.53,10.18,92.31,,
PAB01,1,1986,9,26,020b,tu,b,1,18.86,10.84,22.49,61.06,,
PAB01,1,1986,9,26,020b,tu,b,3,13.18,2.49,18.39,22.97,,
PAB01,1,1986,9,26,020b,tu,c,2,14.39,2.08,22.79,88.67,,
PAB01,1,1986,9,26,020b,tu,c,3,13.64,11.04,10.19,103.11,,
PAB01,1,1986,9,26,020b,tu,c,4,17.36,3.45,33.37,18.09,,
PAB01,1,1986,9,26,020b,tu,c,5,15.52,2.65,34.21,24.00,,
PAB01,1,1986,9,26,020b,tu,c,1,4.85,17.85,5.99,32.70,,
PAB01,1,1986,9,26,020b,tu,d,2,13.23,4.07,10.87,55.01,,
PAB01,1,1986,9,26,020b,tu,d,5,16.88,0.65,28.26,53.59,,
PAB01,1,1986,9,26,020b,tu,d,4,18.55,3.10,12.24,47.66,,
PAB01,1,1986,9,26,020b,tu,d,3,15.77,5.76,16.33,69.36,,
PAB01,1,1986,9,26,020b,tu,d,1,25.22,1.33,17.71,46.94,,
PAB01,1,1986,10,1,004b,fl,a,5,11.24,3.73,20.31,21.47,,
PAB01,1,1986,10,1,004b,fl,a,4,12.89,8.55,23.46,26.32,,
PAB01,1,1986,10,1,004b,fl,a,3,13.62,3.67,9.22,36.99,,
PAB01,1,1986,10,1,004b,fl,a,2,11.31,6.21,15.52,58.87,,
PAB01,1,1986,10,1,004b,fl,a,1,6.70,5.01,6.97,52.04,,
PAB01,1,1986,10,1,004b,fl,b,1,5.40,7.41,12.52,85.09,,
PAB01,1,1986,10,1,004b,fl,b,2,6.64,5.68,10.69,53.69,,
PAB01,1,1986,10,1,004b,fl,b,3,13.80,5.57,17.88,54.74,,
PAB01,1,1986,10,1,004b,fl,b,4,11.66,7.67,19.10,36.69,,
PAB01,1,1986,10,1,004b,fl,b,5,6.34,1.67,19.38,41.65,,
PAB01,1,1986,10,1,004b,fl,c,5,23.93,4.73,30.26,35.59,,
PAB01,1,1986,10,1,004b,fl,c,4,7.92,4.73,9.55,44.90,,
PAB01,1,1986,10,1,004b,fl,c,3,16.14,5.46,14.50,79.51,,
PAB01,1,1986,10,1,004b,fl,c,2,15.92,4.20,19.29,46.77,,
PAB01,1,1986,10,1,004b,fl,c,1,37.35,5.05,44.27,44.42,,
PAB01,1,1986,10,1,004b,fl,d,1,11.54,2.35,15.56,63.94,,
PAB01,1,1986,10,1,004b,fl,d,2,10.75,4.47,28.22,47.73,,
PAB01,1,1986,10,1,004b,fl,d,3,9.67,2.10,15.87,26.28,,
